,Status,Player,Pos,Player_ID,url,G,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DPM,BPM,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,FG_100,FGA_100,FG%_100,3P_100,3PA_100,3P%_100,2P_100,2PA_100,2P%_100,FT_100,FTA_100,FT%_100,ORB_100,DRB_100,TRB_100,AST_100,STL_100,BLK_100,TOV_100,PF_100,PTS_100,ORtg,DRtg,Cluster
219,Active,Gorgui Dieng,PF,dienggo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dienggo01.html,272,16.3,0.573,0.384,9.8,21.9,15.8,9.5,1.8,3.8,15.8,15.6,-0.4,2.4,2.0,0.515,8.3,0.969,0.394,0.214,0.161,0.198,0.031,0.521,0.655,0.384,0.502,0.417,0.339,0.705,0.109,1.0,0.607,0.441,6.6,12.8,0.515,0.1,0.4,0.339,6.5,12.4,0.521,3.8,4.9,0.778,4.4,9.5,13.9,3.1,1.8,2.4,2.8,5.0,17.2,112,107,7
221,Active,Greg Monroe,C,monrogr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/monrogr01.html,511,20.2,0.551,0.367,11.2,23.0,17.0,12.9,2.0,1.7,13.3,22.3,1.0,1.1,2.1,0.511,4.4,0.998,0.569,0.296,0.053,0.079,0.002,0.512,0.618,0.38,0.376,0.333,0.0,0.536,0.038,0.0,0.1,0.0,9.8,19.3,0.511,0.0,0.0,0.0,9.8,19.2,0.512,5.0,7.1,0.703,5.2,10.2,15.4,3.9,2.0,1.1,3.4,4.0,24.6,110,106,7
222,Inactive,Greg Smith,PF,smithgr02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithgr02.html,149,13.8,0.623,0.485,10.3,19.8,15.1,3.4,0.9,2.5,12.0,13.0,-1.2,-0.2,-1.4,0.617,2.6,0.997,0.739,0.251,0.003,0.005,0.003,0.618,0.701,0.384,0.0,0.5,0.0,0.737,0.246,0.0,0.0,0.0,6.6,10.8,0.617,0.0,0.0,0.0,6.6,10.8,0.618,3.0,5.2,0.576,4.5,8.9,13.4,1.1,0.9,1.6,1.8,7.9,16.3,122,106,0
223,Inactive,Greg Stiemsma,C,stiemgr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stiemgr01.html,203,11.0,0.54,0.276,7.2,18.7,12.9,4.8,2.0,6.0,19.4,11.0,-3.5,4.3,0.7,0.509,8.6,0.998,0.442,0.138,0.115,0.302,0.002,0.509,0.641,0.342,0.426,0.425,0.0,0.851,0.106,0.0,0.0,0.0,4.6,9.1,0.509,0.0,0.0,0.0,4.6,9.0,0.509,1.8,2.5,0.705,3.3,8.4,11.6,1.7,2.0,4.0,2.4,8.8,11.0,101,100,0
224,Active,Greivis Vasquez,PG,vasqugr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vasqugr01.html,401,13.7,0.509,0.157,1.5,11.1,6.3,33.5,1.3,0.3,17.6,20.6,0.6,-2.1,-1.5,0.418,14.5,0.642,0.153,0.291,0.083,0.114,0.358,0.456,0.585,0.404,0.442,0.43,0.349,0.24,0.002,0.784,0.123,0.386,7.7,18.3,0.418,2.3,6.6,0.349,5.4,11.8,0.456,2.3,2.9,0.817,0.7,5.0,5.7,10.7,1.3,0.2,4.2,4.3,19.9,104,110,4
225,Active,Harrison Barnes,PF,barneha02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/barneha02.html,363,12.7,0.536,0.238,4.1,13.6,8.9,7.5,1.3,0.6,8.9,18.2,-0.8,-0.1,-0.9,0.454,13.0,0.738,0.243,0.177,0.133,0.185,0.262,0.484,0.663,0.41,0.366,0.407,0.368,0.532,0.077,0.962,0.401,0.391,7.6,16.7,0.454,1.6,4.4,0.368,6.0,12.3,0.484,3.0,4.0,0.762,1.8,6.3,8.1,2.5,1.3,0.4,1.8,3.1,19.8,107,106,1
226,Active,Hassan Whiteside,C,whiteha01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/whiteha01.html,192,24.2,0.603,0.417,13.3,33.7,23.6,2.4,1.1,8.0,12.9,21.3,-1.8,2.0,0.2,0.591,4.9,1.0,0.479,0.351,0.103,0.064,0.0,0.591,0.757,0.452,0.411,0.407,0.0,0.619,0.207,0.0,0.0,0.0,10.5,17.7,0.591,0.0,0.0,0.0,10.5,17.7,0.591,4.3,7.4,0.588,5.9,15.5,21.3,0.7,1.1,5.2,3.1,5.1,25.3,114,97,0
227,Inactive,Hedo Turkoglu,SF,turkohe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turkohe01.html,997,14.3,0.54,0.293,2.8,13.9,8.5,17.3,1.5,0.8,13.4,20.1,0.9,0.3,1.2,0.426,15.5,0.641,0.225,0.085,0.119,0.212,0.359,0.45,0.568,0.34,0.416,0.387,0.384,0.365,0.019,0.827,0.179,0.428,7.5,17.6,0.426,2.4,6.3,0.384,5.1,11.3,0.45,4.0,5.2,0.784,1.3,6.5,7.7,5.5,1.5,0.6,3.1,4.7,21.5,108,105,5
229,Inactive,Henry Sims,C,simshe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/simshe01.html,135,15.0,0.525,0.336,10.2,18.9,14.4,9.7,1.5,2.0,13.5,19.4,-2.5,-0.1,-2.6,0.471,9.1,0.973,0.355,0.208,0.172,0.237,0.027,0.479,0.595,0.416,0.408,0.414,0.174,0.682,0.033,1.0,0.217,0.0,7.9,16.8,0.471,0.1,0.5,0.174,7.8,16.3,0.479,4.3,5.6,0.767,4.9,8.3,13.1,2.7,1.5,1.3,3.0,5.7,20.2,105,107,7
230,Inactive,Henry Walker,SF,walkebi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/walkebi01.html,181,10.8,0.578,0.178,2.1,13.3,7.7,8.0,1.6,0.7,13.2,16.2,-0.2,-1.1,-1.3,0.446,17.2,0.405,0.225,0.081,0.024,0.072,0.595,0.56,0.723,0.329,0.238,0.435,0.369,0.628,0.079,0.974,0.206,0.34,6.6,14.8,0.446,3.2,8.8,0.369,3.3,6.0,0.56,2.0,2.6,0.76,0.9,5.9,6.8,2.6,1.6,0.5,2.4,6.4,18.4,107,108,1
231,Active,Hollis Thompson,SG,thompho01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thompho01.html,257,9.7,0.537,0.159,3.3,10.9,7.0,7.3,1.3,0.9,10.1,14.5,-1.4,-1.3,-2.7,0.417,16.8,0.478,0.197,0.112,0.061,0.108,0.522,0.447,0.601,0.327,0.43,0.302,0.389,0.661,0.015,0.972,0.273,0.442,5.8,13.8,0.417,2.8,7.2,0.389,3.0,6.6,0.447,1.6,2.2,0.707,1.5,4.8,6.3,2.2,1.3,0.5,1.7,4.2,15.9,105,111,1
232,Active,Ian Clark,SG,clarkia01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/clarkia01.html,171,11.7,0.546,0.151,2.2,9.1,5.8,13.1,1.8,1.1,13.5,19.1,-1.2,-1.3,-2.6,0.442,15.4,0.568,0.22,0.134,0.111,0.103,0.432,0.497,0.626,0.375,0.424,0.459,0.37,0.607,0.003,0.947,0.311,0.35,7.7,17.3,0.442,2.8,7.5,0.37,4.9,9.8,0.497,2.1,2.6,0.8,0.9,4.3,5.2,4.5,1.8,0.7,2.9,4.5,20.2,104,107,5
233,Active,Ian Mahinmi,C,mahinia01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mahinia01.html,443,12.9,0.564,0.592,9.7,18.9,14.4,4.4,1.6,3.3,16.8,14.7,-2.7,2.3,-0.4,0.535,5.4,0.996,0.568,0.232,0.059,0.137,0.004,0.537,0.662,0.416,0.33,0.312,0.0,0.698,0.15,0.0,0.0,0.0,5.9,11.1,0.535,0.0,0.0,0.0,5.9,11.0,0.537,3.9,6.5,0.596,4.4,8.9,13.3,1.5,1.6,2.2,2.8,7.9,15.7,107,100,7
234,Active,Iman Shumpert,SG,shumpim01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/shumpim01.html,346,10.3,0.499,0.17,3.5,12.3,7.9,11.7,2.5,0.7,14.2,15.4,-0.8,0.9,0.0,0.397,16.4,0.564,0.22,0.074,0.068,0.201,0.436,0.436,0.567,0.225,0.307,0.416,0.345,0.371,0.046,0.898,0.4,0.364,5.6,14.1,0.397,2.1,6.1,0.345,3.5,7.9,0.436,1.8,2.4,0.76,1.6,5.5,7.1,4.0,2.5,0.5,2.5,4.9,15.1,100,106,5
235,Active,Isaiah Canaan,SG,canaais01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/canaais01.html,179,10.9,0.524,0.222,1.5,8.4,4.9,12.9,1.5,0.4,11.5,19.6,-0.1,-2.6,-2.7,0.369,18.8,0.353,0.15,0.093,0.041,0.07,0.647,0.396,0.488,0.36,0.291,0.309,0.354,0.344,0.001,0.693,0.204,0.371,6.6,18.0,0.369,4.1,11.6,0.354,2.5,6.3,0.396,3.3,4.0,0.827,0.7,3.7,4.4,3.9,1.5,0.3,2.6,3.7,20.6,102,111,2
236,Active,Isaiah Thomas,PG,thomais02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thomais02.html,418,20.9,0.582,0.391,2.0,7.6,4.8,29.7,1.6,0.2,12.5,26.9,5.1,-2.8,2.3,0.443,13.9,0.623,0.269,0.157,0.094,0.104,0.377,0.488,0.617,0.361,0.425,0.402,0.367,0.299,0.0,0.642,0.156,0.405,10.2,23.1,0.443,3.2,8.7,0.367,7.0,14.4,0.488,7.9,9.0,0.874,0.9,3.4,4.3,8.7,1.6,0.2,3.9,3.6,31.5,116,111,6
237,Active,Isaiah Whitehead,PG,whiteis01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/whiteis01.html,48,6.9,0.469,0.189,1.6,10.0,5.8,20.2,1.2,1.7,21.0,18.6,-5.0,-0.8,-5.8,0.387,11.6,0.733,0.387,0.168,0.051,0.129,0.267,0.414,0.488,0.357,0.353,0.302,0.315,0.317,0.015,0.821,0.124,0.455,5.8,15.0,0.387,1.3,4.0,0.315,4.6,11.0,0.414,2.3,2.8,0.825,0.7,4.5,5.2,6.3,1.2,1.0,4.3,5.5,15.3,88,114,2
238,Active,Ish Smith,PG,smithis01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithis01.html,380,12.8,0.449,0.155,2.1,12.0,7.0,33.1,2.0,0.9,15.6,20.6,-2.1,-0.6,-2.7,0.408,10.2,0.849,0.327,0.25,0.107,0.164,0.151,0.429,0.54,0.364,0.363,0.349,0.288,0.174,0.007,0.679,0.166,0.279,7.5,18.5,0.408,0.8,2.8,0.288,6.7,15.7,0.429,1.9,2.9,0.652,1.0,5.3,6.3,10.3,2.0,0.6,3.7,3.2,17.8,96,108,4
240,Active,J.J. Barea,PG,bareajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bareajo01.html,678,14.0,0.513,0.182,1.8,10.0,5.9,30.2,1.0,0.1,14.7,22.9,0.4,-2.2,-1.8,0.423,13.1,0.671,0.295,0.172,0.089,0.115,0.329,0.459,0.555,0.355,0.42,0.396,0.351,0.161,0.0,0.56,0.134,0.377,8.7,20.6,0.423,2.4,6.8,0.351,6.3,13.8,0.459,3.0,3.7,0.801,0.8,4.5,5.4,9.4,1.0,0.1,3.8,3.9,22.8,104,110,6
241,Inactive,J.J. Hickson,C,hicksjj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hicksjj01.html,534,16.1,0.534,0.393,11.0,23.7,17.3,6.4,1.2,2.0,14.0,20.8,-2.2,-0.1,-2.3,0.505,6.0,0.995,0.525,0.221,0.118,0.13,0.005,0.508,0.657,0.357,0.331,0.323,0.0,0.681,0.165,0.0,0.19,0.0,8.8,17.5,0.505,0.0,0.1,0.0,8.8,17.4,0.508,4.2,6.9,0.617,5.0,10.6,15.7,1.9,1.2,1.3,3.3,4.4,21.9,104,106,7
243,Active,J.J. Redick,SG,redicjj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/redicjj01.html,666,14.8,0.596,0.258,0.9,7.7,4.4,12.2,1.0,0.2,9.6,20.1,2.1,-2.1,0.1,0.447,19.1,0.505,0.109,0.055,0.061,0.279,0.495,0.48,0.619,0.407,0.402,0.457,0.413,0.714,0.0,0.909,0.206,0.471,8.3,18.5,0.447,3.8,9.1,0.413,4.5,9.3,0.48,4.2,4.8,0.887,0.4,3.6,4.0,3.9,1.0,0.1,2.2,3.1,24.5,116,110,5
244,Active,J.R. Smith,SG,smithjr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithjr01.html,860,14.7,0.538,0.2,2.3,11.5,6.9,13.7,2.0,0.6,10.4,22.7,1.6,-1.2,0.5,0.421,17.7,0.519,0.18,0.081,0.059,0.2,0.481,0.465,0.606,0.356,0.351,0.416,0.375,0.361,0.041,0.858,0.17,0.402,9.0,21.4,0.421,3.9,10.3,0.375,5.2,11.1,0.465,3.1,4.3,0.734,1.0,5.1,6.1,4.2,2.0,0.4,2.7,4.4,25.0,106,108,5
246,Active,Jabari Parker,PF,parkeja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/parkeja01.html,152,16.2,0.546,0.259,6.0,13.8,9.9,10.8,1.6,1.0,10.4,22.7,-0.1,-1.3,-1.3,0.491,9.0,0.884,0.437,0.156,0.111,0.18,0.116,0.511,0.671,0.341,0.374,0.354,0.341,0.648,0.142,0.949,0.341,0.397,10.1,20.6,0.491,0.8,2.4,0.341,9.3,18.2,0.511,4.0,5.3,0.748,2.6,6.2,8.8,3.3,1.6,0.6,2.7,3.2,25.0,107,110,1
248,Active,Jae Crowder,SF,crowdja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/crowdja01.html,358,13.8,0.553,0.254,3.4,14.2,8.8,8.9,2.3,1.1,8.9,16.5,0.7,0.6,1.3,0.434,16.2,0.528,0.243,0.067,0.06,0.157,0.472,0.516,0.697,0.304,0.38,0.378,0.342,0.693,0.024,0.95,0.257,0.407,6.7,15.4,0.434,2.5,7.3,0.342,4.2,8.1,0.516,3.1,3.9,0.791,1.6,6.4,8.0,3.0,2.3,0.7,1.7,4.1,18.9,111,106,1
249,Active,Jahlil Okafor,C,okafoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/okafoja01.html,92,16.2,0.536,0.284,7.9,16.8,12.2,8.2,0.7,3.2,12.4,25.7,-2.8,-0.9,-3.7,0.509,6.2,0.995,0.393,0.349,0.184,0.071,0.005,0.511,0.685,0.443,0.356,0.275,0.167,0.408,0.053,1.0,0.167,0.0,11.4,22.4,0.509,0.0,0.1,0.167,11.4,22.3,0.511,4.2,6.4,0.656,3.6,7.3,11.0,2.1,0.7,2.0,3.6,4.6,27.0,100,110,7
250,Inactive,JaKarr Sampson,SF,sampsja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sampsja02.html,147,8.8,0.501,0.326,3.7,13.4,8.4,9.1,1.3,2.0,16.1,17.2,-4.3,-0.6,-4.9,0.431,10.1,0.713,0.407,0.22,0.051,0.036,0.287,0.51,0.652,0.336,0.294,0.25,0.237,0.519,0.09,0.933,0.389,0.216,6.2,14.4,0.431,1.0,4.1,0.237,5.2,10.3,0.51,3.1,4.7,0.662,1.8,5.9,7.7,2.7,1.3,1.3,3.2,6.0,16.5,93,108,1
254,Active,Jamal Crawford,SG,crawfja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/crawfja01.html,1157,15.4,0.529,0.266,1.4,7.4,4.4,19.7,1.6,0.5,11.8,24.2,1.5,-2.3,-0.8,0.41,17.0,0.617,0.138,0.11,0.111,0.257,0.383,0.448,0.552,0.417,0.408,0.422,0.349,0.294,0.007,0.757,0.26,0.384,9.0,22.0,0.41,2.9,8.4,0.349,6.1,13.6,0.448,5.0,5.8,0.861,0.6,3.4,4.0,6.0,1.6,0.4,3.3,2.6,26.0,106,111,2
255,Active,Jamal Murray,SG,murraja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/murraja01.html,57,11.0,0.505,0.178,3.2,10.9,7.0,12.9,1.2,1.3,12.9,21.0,-0.9,-2.3,-3.2,0.388,16.6,0.515,0.215,0.099,0.088,0.116,0.485,0.447,0.592,0.422,0.3,0.302,0.326,0.495,0.02,0.736,0.244,0.407,7.6,19.7,0.388,3.1,9.5,0.326,4.5,10.1,0.447,3.1,3.5,0.877,1.4,4.7,6.2,4.3,1.2,0.8,3.2,3.3,21.4,102,115,5
256,Active,Jameer Nelson,PG,nelsoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nelsoja01.html,811,14.8,0.533,0.175,2.1,10.0,6.1,30.6,1.7,0.2,16.2,21.2,1.4,-1.2,0.3,0.437,15.4,0.646,0.247,0.085,0.074,0.239,0.354,0.475,0.589,0.388,0.378,0.417,0.369,0.205,0.0,0.647,0.151,0.417,8.2,18.8,0.437,2.4,6.6,0.369,5.8,12.1,0.475,2.7,3.3,0.811,0.9,4.6,5.5,9.5,1.7,0.1,3.9,4.7,21.5,107,108,6
257,Inactive,James Anderson,SG,anderja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderja01.html,247,9.9,0.516,0.183,2.7,11.7,7.1,10.0,1.4,1.0,13.5,16.0,-1.8,-1.0,-2.8,0.411,15.1,0.521,0.294,0.106,0.049,0.073,0.479,0.495,0.627,0.348,0.29,0.312,0.321,0.641,0.053,0.913,0.298,0.368,6.0,14.5,0.411,2.2,7.0,0.321,3.7,7.6,0.495,2.0,2.7,0.755,1.2,5.1,6.4,3.3,1.4,0.6,2.5,3.3,16.2,100,110,5
258,Active,James Ennis,SF,ennisja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/ennisja01.html,128,12.2,0.582,0.352,6.0,12.8,9.4,7.1,1.6,1.3,13.2,14.7,-0.1,0.2,0.1,0.449,13.3,0.573,0.385,0.09,0.017,0.081,0.427,0.493,0.599,0.259,0.4,0.265,0.389,0.618,0.08,0.92,0.385,0.424,5.6,12.5,0.449,2.1,5.3,0.389,3.5,7.2,0.493,3.5,4.4,0.802,2.7,5.7,8.4,2.3,1.6,0.8,2.2,5.1,16.8,113,108,1
259,Active,James Harden,PG,hardeja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hardeja01.html,593,22.8,0.606,0.546,2.6,13.7,8.2,28.3,2.2,1.0,15.4,27.8,5.7,0.1,5.8,0.442,14.6,0.585,0.283,0.117,0.068,0.117,0.415,0.497,0.635,0.327,0.414,0.381,0.365,0.22,0.032,0.579,0.096,0.382,9.6,21.7,0.442,3.3,9.0,0.365,6.3,12.7,0.497,10.1,11.9,0.855,1.1,6.2,7.3,8.3,2.2,0.7,4.9,3.8,32.6,118,106,2
260,Active,James Johnson,PF,johnsja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsja01.html,450,14.5,0.537,0.268,5.2,14.9,10.1,14.2,2.0,4.0,16.9,19.0,-1.1,2.2,1.1,0.478,10.0,0.801,0.437,0.165,0.053,0.145,0.199,0.524,0.649,0.414,0.408,0.315,0.293,0.438,0.098,0.949,0.391,0.344,7.7,16.2,0.478,0.9,3.2,0.293,6.8,13.0,0.524,3.0,4.3,0.692,2.3,6.8,9.1,4.6,2.0,2.6,3.7,5.9,19.4,102,104,3
261,Active,James Jones,SF,jonesja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jonesja02.html,697,11.3,0.567,0.211,2.5,10.7,6.7,4.9,1.1,1.5,6.6,14.6,0.4,-0.9,-0.5,0.401,21.4,0.355,0.048,0.019,0.056,0.233,0.645,0.4,0.542,0.286,0.394,0.382,0.402,0.732,0.007,0.975,0.385,0.453,5.7,14.2,0.401,3.7,9.1,0.402,2.0,5.0,0.4,2.5,3.0,0.842,1.1,4.9,6.0,1.7,1.1,1.0,1.1,4.4,17.6,115,108,1
262,Active,James Michael McAdoo,PF,mcadoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcadoja01.html,86,14.7,0.56,0.457,10.2,12.5,11.5,6.4,1.7,3.9,12.6,17.4,-2.0,0.8,-1.2,0.548,4.1,0.975,0.635,0.218,0.056,0.066,0.025,0.557,0.688,0.186,0.727,0.385,0.2,0.822,0.254,1.0,0.2,0.0,7.7,14.1,0.548,0.1,0.4,0.2,7.7,13.8,0.557,3.4,6.5,0.533,4.3,5.9,10.2,2.2,1.6,2.4,2.4,6.3,19.0,111,103,7
263,Active,James Young,SG,youngja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/youngja01.html,80,8.1,0.478,0.221,3.0,11.4,7.2,5.3,1.4,0.5,5.7,13.4,-2.3,-1.4,-3.7,0.376,19.3,0.376,0.133,0.066,0.05,0.127,0.624,0.529,0.75,0.5,0.333,0.391,0.283,0.806,0.022,0.969,0.274,0.194,4.9,13.1,0.376,2.3,8.2,0.283,2.6,4.9,0.529,1.6,2.9,0.55,1.4,5.1,6.5,1.9,1.4,0.3,0.9,3.6,13.8,101,108,1
264,Active,JaMychal Green,PF,greenja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenja01.html,158,13.8,0.552,0.301,9.7,20.0,14.7,7.1,1.4,1.9,14.0,17.0,-1.1,0.7,-0.4,0.479,9.7,0.829,0.469,0.11,0.06,0.19,0.171,0.507,0.588,0.366,0.418,0.414,0.344,0.629,0.121,0.981,0.58,0.363,7.1,14.7,0.479,0.9,2.5,0.344,6.2,12.2,0.507,3.4,4.4,0.775,4.5,8.8,13.3,2.3,1.4,1.1,2.7,6.6,18.4,109,106,7
265,Inactive,Jannero Pargo,PG,pargoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pargoja01.html,499,11.8,0.481,0.118,1.7,9.1,5.4,22.5,1.8,0.3,14.5,23.7,-1.3,-1.9,-3.2,0.391,18.2,0.642,0.107,0.046,0.106,0.382,0.358,0.411,0.481,0.34,0.368,0.411,0.356,0.376,0.0,0.773,0.221,0.399,8.7,22.2,0.391,2.8,7.9,0.356,5.8,14.2,0.411,2.3,2.6,0.864,0.8,4.2,5.0,7.0,1.8,0.2,4.0,4.6,22.4,96,107,6
266,Inactive,Jared Cunningham,SG,cunnija01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/cunnija01.html,84,6.8,0.467,0.497,1.1,9.3,5.2,9.3,1.8,0.3,13.2,18.1,-4.1,-1.8,-5.9,0.347,13.1,0.642,0.335,0.127,0.029,0.15,0.358,0.369,0.534,0.136,0.2,0.231,0.306,0.707,0.075,1.0,0.468,0.414,5.1,14.6,0.347,1.6,5.2,0.306,3.5,9.4,0.369,4.9,7.3,0.674,0.5,4.2,4.7,3.3,1.8,0.2,2.7,6.1,16.7,93,107,5
267,Active,Jared Dudley,PF,dudleja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dudleja01.html,716,13.3,0.58,0.253,5.0,11.1,8.0,9.9,1.8,0.6,11.3,15.0,1.3,0.0,1.3,0.47,16.1,0.593,0.222,0.064,0.073,0.234,0.407,0.518,0.65,0.351,0.432,0.465,0.401,0.718,0.008,0.996,0.354,0.412,6.4,13.6,0.47,2.2,5.5,0.401,4.2,8.1,0.518,2.5,3.4,0.732,2.2,5.0,7.2,3.4,1.8,0.4,1.9,3.9,17.5,115,109,1
268,Active,Jared Sullinger,PF,sullija01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sullija01.html,269,16.2,0.493,0.21,11.5,22.7,17.0,12.0,1.4,1.9,10.2,22.0,-0.3,0.8,0.5,0.436,11.4,0.807,0.305,0.223,0.096,0.182,0.193,0.476,0.611,0.385,0.363,0.42,0.272,0.54,0.019,0.986,0.068,0.343,9.0,20.7,0.436,1.1,4.0,0.272,8.0,16.7,0.476,3.1,4.4,0.723,5.3,10.2,15.5,3.7,1.4,1.2,2.6,6.0,22.3,105,103,7
270,Active,Jarell Martin,PF,martija01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/martija01.html,67,10.4,0.499,0.423,9.1,21.1,14.9,3.8,1.3,1.5,13.0,17.4,-4.3,-1.0,-5.3,0.415,9.0,0.892,0.488,0.131,0.081,0.192,0.108,0.427,0.488,0.294,0.571,0.3,0.321,0.606,0.077,1.0,0.536,0.467,6.1,14.6,0.415,0.5,1.6,0.321,5.6,13.0,0.427,4.7,6.2,0.755,4.3,9.3,13.5,1.2,1.3,0.8,2.6,8.3,17.3,102,106,3
272,Inactive,Jarrett Jack,PG,jackja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jackja01.html,803,14.3,0.54,0.31,1.3,10.5,5.9,25.7,1.5,0.4,16.3,19.9,0.3,-1.3,-1.0,0.44,14.3,0.762,0.178,0.173,0.146,0.265,0.238,0.47,0.582,0.452,0.428,0.43,0.346,0.219,0.002,0.802,0.278,0.395,7.4,16.8,0.44,1.4,4.0,0.346,6.0,12.8,0.47,4.4,5.2,0.856,0.6,4.7,5.3,8.4,1.5,0.2,3.7,3.4,20.6,106,111,6
273,Inactive,Jason Maxiell,PF,maxieja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/maxieja01.html,618,13.0,0.518,0.43,10.6,16.3,13.4,3.8,1.1,3.4,12.7,15.7,-2.5,0.6,-2.0,0.495,7.8,0.998,0.425,0.172,0.195,0.207,0.002,0.496,0.637,0.47,0.376,0.341,0.0,0.681,0.179,0.0,0.0,0.0,6.6,13.4,0.495,0.0,0.0,0.0,6.6,13.3,0.496,3.2,5.8,0.564,5.0,7.2,12.2,1.3,1.1,2.3,2.3,5.7,16.5,105,106,7
